id          first_name  last_name   gender      party       party_duration  age         married     children_count  homeowner   employed    created_at                 updated_at                 COUNT(1)  
1167        Maya        Fahey       male        democrat    24              62          0           3               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1172        Jeremy      Mueller     male        democrat    15              32          1           0               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
1175        Daphney     Schmidt     female      republican  25              41          0           5               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1177        Sanford     Romaguera   male        republican  56              88          0           5               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
1183        Zechariah   DuBuque     female      democrat    48              83          1           8               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1185        Ricky       Wiegand     female      republican  48              74          0           5               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
1186        Briana      Brakus      female      democrat    7               29          0           7               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
1196        Gloria      Stokes      male        democrat    1               27          1           5               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
1197        Gilbert     Legros      male        democrat    12              31          0           5               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1198        Loyal       Bashirian   female      republican  15              25          1           2               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1200        Ephraim     Kertzmann   male        republican  33              69          1           7               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  5         
1203        Mike        Simonis     male        independen  4               69          0           3               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  5         
1205        Kendall     Langworth   female      democrat    19              59          1           6               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  5         
1214        Jarod       Brekke      female      democrat    17              40          1           5               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
1216        Clement     O'Conner    male        democrat    2               36          0           2               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1221        Kiarra      Herzog      female      republican  8               51          0           4               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1228        Junius      Terry       female      republican  9               23          1           3               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1229        Ewald       Lakin       female      republican  6               20          0           8               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
1231        Jairo       Kiehn       male        democrat    62              76          0           3               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
1232        Dawn        Bauch       male        republican  2               56          1           1               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
1234        Kaylin      Herzog      female      republican  21              40          1           2               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1235        Kacie       Spencer     male        na          33              62          1           8               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
1240        Jeff        Harris      female      democrat    20              44          0           3               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1242        Naomie      Krajcik     male        democrat    26              48          1           1               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
1251        Kirsten     Botsford    male        republican  21              69          0           4               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  5         
1254        Reanna      Homenick    male        republican  35              63          1           3               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
1255        Lucile      Mraz        male        republican  34              44          1           0               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
1260        Leonardo    Bosco       male        democrat    24              34          0           3               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1261        Green       Morissette  male        independen  4               21          1           6               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
1265        Amiya       Champlin    female      independen  49              59          0           0               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  6         
1270        Enoch       Renner      female      republican  28              66          0           8               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1271        Piper       Sawayn      male        republican  1               34          1           8               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  5         
1277        Candido     Kling       female      democrat    31              72          1           5               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1278        Mariah      Crist       female      republican  27              85          0           1               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1281        Lawrence    Lowe        male        republican  35              46          0           5               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1292        Rebeka      Bruen       male        republican  17              40          1           2               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  6         
1294        Mellie      Koepp       female      green       1               18          1           3               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  6         
1295        Eden        Ondricka    female      democrat    1               28          0           7               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  5         
1296        Lucius      Dickens     female      democrat    19              57          0           7               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1297        Alverta     Stanton     female      na          28              48          0           4               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1298        Ed          Harvey      male        democrat    15              28          1           0               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1299        Jewell      Lockman     female      democrat    20              80          1           7               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
1301        Amparo      Streich     female      republican  18              89          0           0               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
1302        Joel        Kunde       male        democrat    27              72          1           0               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  6         
1304        Faye        Kerluke     male        democrat    1               53          1           1               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1309        Joana       Lehner      male        democrat    54              73          0           8               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1311        Haskell     Hartmann    male        republican  51              70          1           0               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1312        Jaleel      Koss        male        republican  8               32          0           1               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  6         
1314        Brown       Gutmann     female      republican  65              75          1           1               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1315        Joelle      Smith       female      republican  53              67          1           8               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1317        Mittie      Blanda      male        independen  30              56          0           5               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1320        Maude       Dickinson   male        republican  37              50          0           2               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1328        Misty       Kunde       female      republican  34              85          0           0               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1336        Alden       Flatley     male        green       29              60          0           6               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
1344        Hans        Emmerich    male        democrat    8               22          0           2               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1347        Darion      Jast        female      republican  6               25          0           4               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
1348        Daphney     Gleichner   female      democrat    19              43          1           2               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  5         
1357        Rubie       Wehner      female      republican  11              30          0           3               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
1359        Justice     Crona       male        democrat    50              69          0           2               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
1360        Nikki       Muller      female      democrat    18              29          0           1               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1362        Donald      Kshlerin    male        democrat    30              79          1           2               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1366        Krystina    Gerhold     female      democrat    20              48          0           1               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1369        Clifton     Wisozk      male        independen  16              63          0           2               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  7         
1371        Van         Sauer       female      republican  46              69          0           5               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1373        Victoria    Bode        male        democrat    7               83          1           2               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  5         
1376        Clementina  Zemlak      female      democrat    60              75          1           0               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1385        Taylor      Watsica     female      democrat    1               27          1           1               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1388        Kenneth     Smitham     male        democrat    10              50          0           3               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
1389        William     Williamson  male        democrat    2               58          0           7               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1390        Evan        Howell      female      democrat    38              55          1           6               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1391        Jaylin      Sanford     female      republican  12              42          1           3               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1393        Tyrique     Thiel       male        democrat    21              66          1           1               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1394        Nelle       Labadie     female      green       7               70          0           8               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
1395        Lexi        Jewess      male        republican  5               27          1           3               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1397        Lucie       Carter      female      republican  43              73          0           7               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1400        Lucinda     Frami       female      republican  50              88          1           3               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1405        Jeanne      Corwin      male        republican  15              34          1           7               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1409        Isabelle    Friesen     male        democrat    16              49          0           5               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1416        Garrison    Fadel       female      democrat    14              79          0           0               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1417        Ambrose     Gulgowski   female      democrat    21              59          1           5               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
1425        Allie       McCullough  male        democrat    19              46          1           8               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  5         
1431        Susan       Runolfsdot  female      democrat    26              51          1           4               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1433        Vernie      Sporer      male        independen  36              70          0           5               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1434        Cristobal   Ondricka    female      democrat    33              57          1           2               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1436        Vinnie      Cronin      male        green       8               46          0           2               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1445        Carlee      Funk        male        democrat    43              65          1           5               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  5         
1448        Soledad     Kris        female      democrat    13              61          0           1               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1450        Maximilian  Schumm      female      republican  22              51          1           8               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
1452        Birdie      Friesen     male        democrat    7               25          0           5               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1455        Johann      Welch       female      na          2               26          1           0               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1458        Jules       Mayer       male        republican  30              41          1           7               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1463        Jovan       Beatty      female      republican  14              81          1           6               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1465        Polly       Blick       male        na          3               18          0           0               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1466        Theresia    Runolfsdot  male        republican  19              51          0           1               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1469        Hilario     Heidenreic  male        green       8               38          0           3               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
1470        Mckayla     Kilback     male        na          3               28          0           2               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
1471        Kale        Schuster    female      democrat    37              83          1           2               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  7         
1474        Russell     Dooley      female      republican  40              50          0           0               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1476        Liliane     Kshlerin    male        democrat    71              88          1           4               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1477        Rhiannon    O'Reilly    male        democrat    22              48          0           5               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1482        Korey       Fadel       female      democrat    30              80          1           3               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
1491        Hannah      Wisozk      female      republican  55              68          1           0               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
1498        Lila        Jacobi      female      democrat    24              87          1           4               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1499        Darrin      Green       female      republican  3               32          1           7               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1500        Dewayne     Kirlin      male        democrat    3               69          0           8               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  5         
1502        Isabelle    Goodwin     male        independen  3               37          0           3               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1507        Assunta     Jacobi      female      independen  22              54          0           0               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1509        Emmie       Swaniawski  female      democrat    36              76          1           2               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1511        Beverly     Wehner      male        republican  1               66          1           4               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
1512        Minnie      Effertz     female      republican  5               24          0           1               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1513        Rosella     Kirlin      female      democrat    13              30          1           8               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
1518        Melba       Grimes      female      republican  40              51          1           6               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
1520        Tierra      Kuphal      female      republican  23              56          1           1               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1527        Torey       Nader       male        democrat    31              55          0           2               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1530        Karianne    Flatley     male        republican  18              51          1           8               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1533        Lamont      Simonis     female      green       12              27          1           3               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1536        Jamil       Murazik     male        republican  28              57          1           4               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1541        Maximo      Robel       male        democrat    8               46          1           4               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
1544        Scot        Blanda      female      republican  45              62          0           0               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
1545        Katarina    Paucek      male        democrat    19              36          1           3               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  5         
1546        Cheyenne    Wilkinson   male        independen  3               19          0           7               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1549        Rachelle    Stoltenber  female      republican  6               21          0           7               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
1550        Flo         Stiedemann  female      na          17              30          0           8               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1554        Tyrel       Goldner     male        green       32              77          0           7               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
1558        Cade        Batz        female      republican  45              61          0           6               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1560        Velma       Cummings    female      republican  44              76          0           2               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1562        Gussie      Cruickshan  male        democrat    8               38          1           3               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1564        Neoma       Johnson     female      republican  17              86          0           0               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1568        Linwood     Rau         female      republican  23              73          1           4               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1574        Alvis       Barton      male        green       37              63          0           5               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
1582        Kayley      Rohan       female      democrat    12              34          0           0               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  5         
1584        Rebecca     Bernhard    male        democrat    22              33          0           7               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1590        Lilian      Weissnat    female      republican  13              83          0           0               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1591        Darrell     Jakubowski  female      republican  20              89          1           7               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1592        Chloe       Ullrich     female      democrat    25              52          1           4               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
1594        Trevion     Ward        female      republican  14              25          1           5               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  5         
1595        Elda        Bailey      female      democrat    5               22          1           5               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  6         
1596        Shanelle    Zemlak      male        republican  17              80          1           7               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
1599        Earl        Predovic    female      republican  21              50          1           4               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  5         
1601        Jimmie      Bashirian   male        green       2               69          1           8               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
1602        Lew         Dickens     female      republican  1               19          0           4               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
1603        Elvie       Prosacco    female      republican  42              71          1           5               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  5         
1606        Christelle  Carroll     female      democrat    1               36          0           5               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1610        Elmo        Vandervort  female      democrat    29              47          0           8               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1611        Dane        Thiel       female      democrat    22              73          0           6               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1613        Estefania   Dach        male        democrat    5               53          1           3               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1618        Asia        Fadel       female      republican  52              81          1           6               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  5         
1620        Maud        Pouros      female      republican  45              85          0           2               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1623        Amara       Wyman       male        republican  30              42          1           3               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  5         
1624        Flavio      Blanda      male        democrat    16              59          1           2               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  7         
1629        Kayley      Auer        female      na          19              62          0           5               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  5         
1633        Donny       Mosciski    female      republican  15              46          1           4               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1634        Shanon      Fritsch     female      green       23              63          1           6               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
1636        Milo        Bartell     male        republican  31              54          1           1               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  5         
1638        Yesenia     Schaden     female      democrat    36              55          0           8               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1639        Lonie       Barton      female      democrat    28              39          0           0               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
1641        Kristian    Boyer       male        republican  5               22          1           5               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  5         
1643        Flavie      Torphy      male        green       35              83          0           3               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1648        Marcel      Brown       female      democrat    9               19          1           2               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1649        Coleman     Rempel      male        green       48              60          1           7               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1652        Conor       Kassulke    male        republican  24              52          0           5               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
1659        Shemar      Green       female      republican  45              62          0           4               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
1662        Seamus      Nader       female      democrat    20              45          1           4               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
1664        Lempi       Romaguera   female      democrat    42              80          0           1               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1666        Jacey       Volkman     female      independen  27              87          0           8               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1669        Darron      Morissette  female      democrat    10              24          1           0               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  5         
1671        Ewald       Nader       female      republican  3               27          0           1               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
1675        Laurine     Lebsack     female      democrat    25              72          1           2               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1679        Brandyn     Morar       female      democrat    21              66          0           3               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
1682        Bonnie      Mante       female      democrat    12              26          1           4               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1686        Stefan      Thompson    male        republican  31              89          0           7               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1689        Myah        Hickle      female      republican  27              75          0           6               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1694        Viva        Crooks      female      republican  30              42          0           2               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
1696        Julien      Becker      female      republican  22              47          1           7               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1712        Zechariah   Wolff       female      independen  8               60          1           5               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1713        Yasmine     Keeling     male        democrat    43              61          1           7               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1714        Callie      Padberg     male        democrat    12              22          1           1               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  5         
1715        Amira       Kirlin      male        democrat    52              77          1           6               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1717        Thora       Brekke      male        democrat    25              36          0           0               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1718        Kennedi     Zemlak      male        independen  3               31          1           7               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
1723        Kailee      Spinka      male        na          17              90          0           2               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1724        Mohamed     Bartell     male        republican  3               18          1           7               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
1729        Cullen      Waters      male        na          27              48          0           6               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1733        Garett      Bauch       male        democrat    3               18          0           7               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
1736        Esta        Mueller     female      independen  52              88          1           7               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
1738        Andy        Halvorson   male        na          18              74          1           8               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
1740        Alicia      Stamm       female      democrat    14              40          0           8               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1746        Vicky       Fadel       male        democrat    58              69          0           2               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
1748        Weston      Wunsch      female      green       26              43          1           3               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1750        Jade        Deckow      female      republican  20              36          0           5               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1754        Damon       Ryan        female      republican  16              34          1           1               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
1755        Haven       Gulgowski   female      democrat    28              54          1           2               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  5         
1756        Matteo      Sporer      female      democrat    10              84          1           6               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1757        Amelie      Hammes      male        republican  8               86          1           6               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1758        Addie       Langworth   male        na          44              73          0           1               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1759        Bobbie      Terry       male        democrat    8               53          0           0               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1763        Jakayla     Wintheiser  male        green       1               46          0           6               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1764        Madyson     Pollich     male        democrat    5               58          1           5               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1765        Raven       Davis       male        democrat    1               74          0           8               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
1773        Miracle     Jacobs      male        democrat    45              72          1           8               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
1779        Eldora      Schuppe     male        na          4               78          0           5               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1784        Reid        Bernier     male        republican  44              76          0           6               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1790        Ivy         Stehr       female      democrat    29              89          1           2               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1793        Alexandra   Jacobs      male        republican  32              42          0           3               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1799        Jed         Parisian    female      democrat    20              73          0           2               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1800        Eddie       Harber      male        democrat    3               20          1           7               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
1804        Trevion     Koss        male        independen  22              42          1           6               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
