id          first_name  last_name   gender      party       party_duration  age         married     children_count  homeowner   employed    created_at                 updated_at
4378        Ron         Murphy      male        democrat    52              80          0           2               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
1712        Zechariah   Wolff       female      independen  8               60          1           5               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
1879        Lysanne     Bogan       female      independen  15              68          1           2               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
1571        Hassan      Boyer       male        independen  8               74          1           6               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3637        Kathleen    Ortiz       female      democrat    11              29          0           3               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4073        Margret     Lind        male        democrat    27              49          1           0               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3734        Zetta       Schaefer    female      democrat    22              50          0           2               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
156         Claudie     Doyle       male        democrat    17              53          1           8               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
1355        Braden      Anderson    female      democrat    9               58          0           7               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3150        Emerson     Ondricka    male        democrat    36              48          1           4               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
702         Hattie      Veum        male        republican  21              75          1           5               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
1639        Lonie       Barton      female      democrat    28              39          0           0               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2805        Josiah      Nitzsche    female      democrat    48              69          1           2               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3868        Lon         Marks       female      democrat    23              61          0           0               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4043        Gussie      Rolfson     male        republican  50              64          1           1               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3607        Lester      Kautzer     male        democrat    31              62          1           2               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
1590        Lilian      Weissnat    female      republican  13              83          0           0               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2642        Esperanza   Russel      female      republican  23              48          0           1               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4153        Paula       Hauck       female      democrat    25              85          0           0               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3256        Ryan        Nolan       male        republican  11              26          1           2               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2850        Kristopher  Littel      female      republican  19              34          0           5               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4911        Wilson      Bashirian   female      democrat    52              65          0           1               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2229        Merritt     Sanford     female      republican  35              75          0           4               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2174        Mitchel     Thompson    female      democrat    3               73          0           6               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
1615        Abdiel      Kautzer     female      republican  8               50          0           2               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2198        Josefa      Aufderhar   female      na          20              39          0           1               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3087        Boris       Durgan      male        republican  4               40          1           6               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2148        Charlene    Wilderman   female      na          18              46          1           7               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3966        Melissa     Torp        male        republican  13              23          1           1               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
628         Miracle     Gerlach     male        republican  5               20          0           7               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
1271        Piper       Sawayn      male        republican  1               34          1           8               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4858        Virginie    Nicolas     female      republican  44              85          0           3               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3273        Roel        Schroeder   male        independen  3               66          1           6               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4244        Lizeth      Grimes      female      republican  7               25          1           1               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4974        Dulce       Hickle      male        independen  36              50          1           7               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
39          Braxton     Cronin      male        democrat    25              65          0           3               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
1500        Dewayne     Kirlin      male        democrat    3               69          0           8               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2520        Antonietta  Bartoletti  male        republican  65              84          1           6               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
1369        Clifton     Wisozk      male        independen  16              63          0           2               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
166         Prudence    Bergstrom   female      democrat    4               33          0           2               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2532        Gloria      Schowalter  female      democrat    6               77          0           5               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4690        Kacie       Schroeder   female      republican  35              70          0           0               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
1682        Bonnie      Mante       female      democrat    12              26          1           4               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
1869        Kenya       Rosenbaum   male        republican  30              73          1           3               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2748        Nicholaus   Kohler      female      independen  28              73          0           8               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4935        Norma       Abbott      male        republican  7               19          1           7               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2635        Kole        Green       female      democrat    30              53          1           7               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4290        Amalia      Purdy       male        republican  8               41          1           5               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4581        Brett       Pollich     female      democrat    39              51          1           5               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2960        Hermann     Ritchie     male        democrat    12              69          1           6               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3885        Jabari      Upton       male        republican  35              56          0           8               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
36          Savion      Effertz     male        independen  29              65          1           5               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4902        Addison     Wyman       female      independen  32              43          1           0               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3810        Faye        Hermiston   male        democrat    12              52          0           1               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3873        Sydni       Mohr        male        democrat    1               40          0           8               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
687         Gene        Marvin      male        green       20              37          0           3               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
653         Reuben      Cartwright  male        republican  8               49          1           6               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3870        Ed          Bartoletti  female      democrat    15              45          0           3               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
1297        Alverta     Stanton     female      na          28              48          0           4               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4416        Retta       Wiegand     female      republican  15              80          1           7               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2478        Dahlia      Swift       female      democrat    27              41          0           7               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
202         Jacques     Cassin      male        democrat    11              23          1           8               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2049        Jayce       Miller      female      republican  4               83          1           8               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3715        Nella       Kuhic       male        republican  12              70          1           7               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
1417        Ambrose     Gulgowski   female      democrat    21              59          1           5               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
1061        Jermaine    Metz        male        republican  1               65          0           8               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2300        Makenzie    Lehner      male        republican  18              66          1           5               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4235        Eva         Graham      female      republican  13              54          1           0               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
636         Mary        Larson      female      republican  10              66          1           8               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4580        Foster      Hilpert     female      democrat    19              87          1           1               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3522        Jorge       Braun       male        republican  7               23          0           6               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
1883        Vicky       Doyle       male        republican  20              34          0           6               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2255        Magnus      Trantow     male        republican  10              25          1           4               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
678         Myron       Jast        male        democrat    22              83          1           7               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2819        Ahmad       Stehr       female      republican  10              51          1           7               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
270         Rowena      Stehr       female      republican  2               24          1           1               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4173        Terrell     Dach        male        green       1               34          1           3               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
80          Alysson     Barrows     male        republican  41              51          0           6               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3751        Maynard     Quitzon     female      democrat    12              22          1           7               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2434        Bria        Collins     female      democrat    66              85          1           2               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4772        Roman       Cartwright  male        green       2               44          0           7               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
1624        Flavio      Blanda      male        democrat    16              59          1           2               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4010        Wilber      Bogisich    female      democrat    1               87          0           6               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2077        Laurine     Schinner    female      republican  14              78          0           4               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3185        Roscoe      Baumbach    female      republican  15              32          0           1               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2633        Rubye       Heaney      male        republican  8               26          1           2               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2833        Edgardo     Grimes      female      republican  1               32          1           3               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3280        Devan       Durgan      male        republican  6               29          0           2               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
1238        Forrest     Treutel     male        republican  9               22          1           3               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
1255        Lucile      Mraz        male        republican  34              44          1           0               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2235        Margarett   Schultz     female      republican  2               36          0           8               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2635        Kole        Green       female      democrat    30              53          1           7               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
801         Retha       Koss        male        republican  43              59          1           8               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
1994        Hester      Kuvalis     female      na          37              57          0           2               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
242         Jammie      Gorczany    male        democrat    4               24          0           3               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4049        Kiara       Cruickshan  female      republican  53              71          1           3               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2030        Norwood     Stokes      female      independen  18              29          0           6               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
1234        Kaylin      Herzog      female      republican  21              40          1           2               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
1963        Estefania   Corkery     male        democrat    8               53          0           1               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
1909        Magdalen    Cormier     male        na          11              65          0           6               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
418         Jermey      Borer       male        independen  11              43          1           4               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2523        Arch        Haag        male        republican  8               36          0           0               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
474         Saige       Lowe        male        independen  8               50          1           0               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
1822        Clementine  Collins     female      republican  56              89          1           2               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
1128        Justyn      Fritsch     female      na          22              35          1           2               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4005        Johnathon   Kunze       female      republican  77              89          1           0               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
1229        Ewald       Lakin       female      republican  6               20          0           8               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4906        Ari         Kling       female      democrat    14              57          0           4               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3557        Ibrahim     Hoeger      male        republican  59              71          0           1               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
1879        Lysanne     Bogan       female      independen  15              68          1           2               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
1713        Yasmine     Keeling     male        democrat    43              61          1           7               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3685        Kylie       Mueller     female      republican  3               18          0           2               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4867        Freeman     Roob        female      republican  1               53          0           7               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
302         Marcus      Harvey      female      democrat    37              51          0           8               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2100        Clifford    Powlowski   male        republican  2               39          1           5               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3664        Colby       Botsford    male        green       11              29          1           1               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4929        Deonte      Emard       male        republican  57              83          1           6               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
1344        Hans        Emmerich    male        democrat    8               22          0           2               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4170        Guillermo   Rolfson     male        independen  68              89          1           5               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3115        Dejah       Parisian    male        republican  12              53          0           4               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3148        Demarco     Pagac       male        republican  28              83          1           1               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4360        Bessie      Ullrich     male        republican  48              64          0           8               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
1599        Earl        Predovic    female      republican  21              50          1           4               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
1058        Neoma       Strosin     female      democrat    3               20          1           2               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2103        Daren       Daugherty   male        republican  13              39          0           1               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2550        Amie        Beier       female      democrat    20              72          1           2               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3683        Lexi        Cruickshan  female      republican  4               42          0           8               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4189        Amy         Leffler     male        republican  1               52          1           8               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4437        Stephon     Yost        male        democrat    5               19          1           7               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4687        Laura       Koss        male        na          25              77          0           2               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
1454        Velva       Wisozk      female      democrat    27              90          0           8               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3251        Bryon       Considine   male        democrat    20              36          0           2               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
887         Kari        Oberbrunne  male        republican  23              59          0           5               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2723        Lisette     Bode        male        republican  8               25          1           6               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4475        Cesar       Leffler     male        democrat    3               32          0           4               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3867        Betty       Senger      female      democrat    43              65          1           5               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
1792        Major       Monahan     female      democrat    58              70          1           1               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2049        Jayce       Miller      female      republican  4               83          1           8               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4838        Kellie      Goldner     female      na          21              50          1           2               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4989        Ignatius    Kutch       male        democrat    13              38          0           3               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
1949        Millie      Braun       male        democrat    16              78          0           2               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4770        Emilie      Waters      male        democrat    2               90          1           7               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2658        Kianna      Prosacco    female      republican  12              37          1           2               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
1214        Jarod       Brekke      female      democrat    17              40          1           5               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2966        Audrey      Mosciski    male        green       3               81          1           1               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
1993        Karli       Watsica     female      independen  5               45          1           1               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
613         Lukas       Murphy      male        democrat    25              77          0           0               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3887        Cornell     Quigley     female      democrat    27              78          0           8               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4446        Britney     Yundt       male        democrat    26              41          1           1               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3714        Noemy       Langosh     male        republican  12              24          1           5               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3572        Alessandro  MacGyver    female      republican  24              36          0           2               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3226        Thaddeus    Steuber     male        democrat    6               19          0           0               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2358        Mikayla     Heller      male        republican  10              22          0           0               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4900        Van         Lynch       female      democrat    6               37          1           4               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3564        Gaetano     Rogahn      female      democrat    36              72          0           8               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
549         Glenda      Wuckert     male        republican  21              45          0           3               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
617         Yoshiko     Zulauf      male        green       24              42          0           8               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2199        Kamryn      Kemmer      female      independen  39              58          1           4               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3824        Marisa      Parisian    female      democrat    2               56          1           7               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
572         Cortez      Barrows     male        democrat    16              33          1           7               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
1171        Hal         Kutch       female      democrat    67              81          0           8               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3912        Tracy       Ernser      female      republican  19              33          1           5               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4585        Nikki       Veum        male        democrat    13              26          0           4               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
410         Sheila      Weissnat    female      democrat    28              41          0           3               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3713        Shea        Wisoky      male        green       14              39          1           0               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
154         Alessandra  Dietrich    male        republican  41              66          1           3               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3028        Devan       Wintheiser  female      democrat    9               48          1           4               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4776        Zula        Greenholt   male        democrat    47              72          1           4               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3596        Melisa      Gleichner   male        republican  34              62          1           4               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
649         Margot      Lubowitz    male        na          13              50          1           6               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
1448        Soledad     Kris        female      democrat    13              61          0           1               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3464        Elliot      Upton       male        democrat    29              43          0           3               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
1234        Kaylin      Herzog      female      republican  21              40          1           2               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
130         Neal        Littel      male        green       2               49          0           7               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2522        Alberta     Doyle       female      republican  20              35          1           0               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3325        Faustino    Bergstrom   male        republican  5               18          0           7               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2804        Augustus    Wisozk      male        republican  24              68          0           0               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4326        Jackeline   Yost        male        republican  6               18          1           8               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
14          Caden       Greenfelde  male        republican  24              51          0           1               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2478        Dahlia      Swift       female      democrat    27              41          0           7               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
1859        Kirsten     Stamm       male        green       15              44          1           1               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4313        Barney      Lubowitz    female      republican  24              76          1           2               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
1054        Lisa        Johns       male        republican  3               56          1           3               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2224        Nyah        Bauch       female      republican  62              87          0           4               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
1530        Karianne    Flatley     male        republican  18              51          1           8               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
1008        Ollie       Sauer       male        democrat    1               50          0           1               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2887        Jayne       Crist       male        na          10              38          1           1               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
995         Ken         Beier       male        democrat    17              71          0           5               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
476         Thurman     Donnelly    female      democrat    1               23          0           6               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2944        Trudie      Schulist    male        democrat    20              66          1           1               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3289        Opal        Rutherford  female      republican  9               23          0           4               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3236        Immanuel    Paucek      male        democrat    70              89          1           3               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
1595        Elda        Bailey      female      democrat    5               22          1           5               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3542        Jo          Legros      male        independen  16              37          0           2               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
420         Verlie      Moore       female      republican  51              75          1           3               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3159        Napoleon    Gerlach     male        na          18              38          0           5               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
548         Lorine      Homenick    male        democrat    31              61          0           4               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2972        Deon        Wyman       male        republican  26              66          1           6               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4891        Forest      Runte       female      green       9               31          0           8               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4948        Candelario  Boehm       male        democrat    26              39          1           0               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4951        Daniella    Gaylord     male        democrat    16              61          1           2               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
1831        Elnora      Romaguera   male        republican  43              62          0           5               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2478        Dahlia      Swift       female      democrat    27              41          0           7               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
963         Stella      Gutmann     female      democrat    44              80          0           8               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2119        Madelyn     Nitzsche    male        republican  22              35          0           1               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
859         Roderick    Kris        female      democrat    4               31          1           6               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2783        Mollie      Metz        male        independen  22              39          0           7               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2989        Dominic     Hills       male        republican  4               45          0           2               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3841        Winnifred   McDermott   female      green       8               24          1           0               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
391         Josue       Jones       male        republican  10              31          1           6               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4865        Dallin      Halvorson   female      democrat    18              82          0           8               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
1261        Green       Morissette  male        independen  4               21          1           6               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3392        Don         Rodriguez   female      republican  36              69          1           8               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3889        Jade        Fahey       male        democrat    13              89          0           2               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3869        Lloyd       Emard       female      republican  46              61          1           7               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
392         Bradly      Lang        male        na          16              36          1           2               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2526        Kareem      O'Connell   male        democrat    11              59          1           7               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
